Job 1: Waiting time = 0.00018185842782258987 | Resolution time = 0.00015996862202882767 | Resolution type = None
Job 2: Waiting time = 0.00016322266310453415 | Resolution time = 0.00014283787459135056 | Resolution type = None
Job 3: Waiting time = 0.0001530023291707039 | Resolution time = 0.00013685785233974457 | Resolution type = None
Job 4: Waiting time = 0.00019639916718006134 | Resolution time = 0.00018122699111700058 | Resolution type = None
Job 5: Waiting time = 0.00016307085752487183 | Resolution time = 0.00014564767479896545 | Resolution type = None
Job 6: Waiting time = 0.00021421443670988083 | Resolution time = 0.0001971190795302391 | Resolution type = None
Job 7: Waiting time = 0.000183996744453907 | Resolution time = 0.00016679242253303528 | Resolution type = None
Job 8: Waiting time = 0.0002176901325583458 | Resolution time = 0.00019964948296546936 | Resolution type = None
Job 9: Waiting time = 0.00033050961792469025 | Resolution time = 0.0001957705244421959 | Resolution type = None
Job 10: Waiting time = 0.00026088953018188477 | Resolution time = 0.0002444358542561531 | Resolution type = None
Job 11: Waiting time = 0.0002467893064022064 | Resolution time = 0.00023145880550146103 | Resolution type = None
Job 12: Waiting time = 0.00024088844656944275 | Resolution time = 0.00022409483790397644 | Resolution type = None
Job 13: Waiting time = 0.00026151351630687714 | Resolution time = 0.0002443017438054085 | Resolution type = None
Job 14: Waiting time = 0.00029374565929174423 | Resolution time = 0.0002752533182501793 | Resolution type = None

----- VACATION Started -----
Start time: 3.0002132821828127
Duration: 11.882971815764904
Jobs in the system: 59
------ VACATION ENDED ------

--- Normal Period 2 starts... ---
Job 15: Waiting time = 11.774877136573195 | Resolution time = 0.001583874225616455 | Resolution type = None
Job 16: Waiting time = 11.564087888225913 | Resolution time = 0.0006798729300498962 | Resolution type = None
Job 17: Waiting time = 11.375808264128864 | Resolution time = 0.0007028654217720032 | Resolution type = None
Job 18: Waiting time = 11.18681824579835 | Resolution time = 0.0006447015330195427 | Resolution type = None
Job 19: Waiting time = 10.97305184416473 | Resolution time = 0.000682830810546875 | Resolution type = None
Job 20: Waiting time = 10.75658921059221 | Resolution time = 0.0006489390507340431 | Resolution type = None
Job 21: Waiting time = 10.559467872604728 | Resolution time = 0.0006586052477359772 | Resolution type = None
