Job 1: Waiting time = 0.00010263640433549881 | Resolution time = 8.129701018333435e-05 | Resolution type = None
Job 2: Waiting time = 0.00011993572115898132 | Resolution time = 9.60296019911766e-05 | Resolution type = None
Job 3: Waiting time = 0.00010117702186107635 | Resolution time = 8.636899292469025e-05 | Resolution type = None
Job 4: Waiting time = 8.537247776985168e-05 | Resolution time = 7.062219083309174e-05 | Resolution type = None
Job 5: Waiting time = 6.121490150690079e-05 | Resolution time = 4.917662590742111e-05 | Resolution type = None
Job 6: Waiting time = 0.00010382011532783508 | Resolution time = 8.917972445487976e-05 | Resolution type = None
Job 7: Waiting time = 7.590558379888535e-05 | Resolution time = 6.151758134365082e-05 | Resolution type = None
Job 8: Waiting time = 7.6991505920887e-05 | Resolution time = 6.327219307422638e-05 | Resolution type = None
Job 9: Waiting time = 8.398480713367462e-05 | Resolution time = 6.945990025997162e-05 | Resolution type = None
Job 10: Waiting time = 6.0939230024814606e-05 | Resolution time = 4.825461655855179e-05 | Resolution type = None
Job 11: Waiting time = 8.288957178592682e-05 | Resolution time = 6.809551268815994e-05 | Resolution type = None
Job 12: Waiting time = 6.179418414831161e-05 | Resolution time = 4.7917477786540985e-05 | Resolution type = None
Job 13: Waiting time = 7.456541061401367e-05 | Resolution time = 6.118323653936386e-05 | Resolution type = None
Job 14: Waiting time = 8.243788033723831e-05 | Resolution time = 6.991997361183167e-05 | Resolution type = None
Job 15: Waiting time = 7.518194615840912e-05 | Resolution time = 6.027519702911377e-05 | Resolution type = None
Job 16: Waiting time = 6.771460175514221e-05 | Resolution time = 5.441252142190933e-05 | Resolution type = None
Job 17: Waiting time = 7.824506610631943e-05 | Resolution time = 6.0721300542354584e-05 | Resolution type = None
Job 18: Waiting time = 6.753206253051758e-05 | Resolution time = 5.4799020290374756e-05 | Resolution type = None
Job 19: Waiting time = 7.684808224439621e-05 | Resolution time = 6.13899901509285e-05 | Resolution type = None
Job 20: Waiting time = 7.019750773906708e-05 | Resolution time = 5.5614858865737915e-05 | Resolution type = None
Job 21: Waiting time = 6.04577362537384e-05 | Resolution time = 4.7705136239528656e-05 | Resolution type = None
Job 22: Waiting time = 6.190221756696701e-05 | Resolution time = 4.863739013671875e-05 | Resolution type = None
Job 23: Waiting time = 7.548555731773376e-05 | Resolution time = 5.9738755226135254e-05 | Resolution type = None
Job 24: Waiting time = 6.903428584337234e-05 | Resolution time = 5.491729825735092e-05 | Resolution type = None
Job 25: Waiting time = 6.12819567322731e-05 | Resolution time = 4.819408059120178e-05 | Resolution type = None
Job 26: Waiting time = 6.299372762441635e-05 | Resolution time = 4.9076974391937256e-05 | Resolution type = None
Job 27: Waiting time = 6.234925240278244e-05 | Resolution time = 4.840735346078873e-05 | Resolution type = None
Job 28: Waiting time = 6.78645446896553e-05 | Resolution time = 5.467049777507782e-05 | Resolution type = None
Job 29: Waiting time = 7.36108049750328e-05 | Resolution time = 5.6462362408638e-05 | Resolution type = None
Job 30: Waiting time = 6.061140447854996e-05 | Resolution time = 4.7069042921066284e-05 | Resolution type = None
Job 31: Waiting time = 6.468035280704498e-05 | Resolution time = 5.242321640253067e-05 | Resolution type = None
Job 32: Waiting time = 7.127318531274796e-05 | Resolution time = 5.6585296988487244e-05 | Resolution type = None
Job 33: Waiting time = 7.561501115560532e-05 | Resolution time = 6.041489541530609e-05 | Resolution type = None
Job 34: Waiting time = 6.662122905254364e-05 | Resolution time = 5.285348743200302e-05 | Resolution type = None
Job 35: Waiting time = 9.356532245874405e-05 | Resolution time = 7.789675146341324e-05 | Resolution type = None
Job 36: Waiting time = 8.02772119641304e-05 | Resolution time = 6.718561053276062e-05 | Resolution type = None
Job 37: Waiting time = 8.19917768239975e-05 | Resolution time = 6.238091737031937e-05 | Resolution type = None
Job 38: Waiting time = 6.314646452665329e-05 | Resolution time = 4.9845315515995026e-05 | Resolution type = None
Job 39: Waiting time = 7.116515189409256e-05 | Resolution time = 5.740579217672348e-05 | Resolution type = None
Job 40: Waiting time = 8.805468678474426e-05 | Resolution time = 7.305387407541275e-05 | Resolution type = None
Job 41: Waiting time = 7.381662726402283e-05 | Resolution time = 5.9085898101329803e-05 | Resolution type = None
Job 42: Waiting time = 6.80685043334961e-05 | Resolution time = 5.6158751249313354e-05 | Resolution type = None
Job 43: Waiting time = 0.00010413303971290588 | Resolution time = 9.05236229300499e-05 | Resolution type = None
Job 44: Waiting time = 8.820369839668274e-05 | Resolution time = 7.204245775938034e-05 | Resolution type = None
Job 45: Waiting time = 6.51087611913681e-05 | Resolution time = 5.04516065120697e-05 | Resolution type = None
Job 46: Waiting time = 7.123872637748718e-05 | Resolution time = 5.6395307183265686e-05 | Resolution type = None
Job 47: Waiting time = 8.643046021461487e-05 | Resolution time = 7.28880986571312e-05 | Resolution type = None
Job 48: Waiting time = 8.581206202507019e-05 | Resolution time = 7.244665175676346e-05 | Resolution type = None
Job 49: Waiting time = 6.656814366579056e-05 | Resolution time = 5.349703133106232e-05 | Resolution type = None
Job 50: Waiting time = 6.837304681539536e-05 | Resolution time = 5.5886805057525635e-05 | Resolution type = None
Job 51: Waiting time = 6.294995546340942e-05 | Resolution time = 5.0691887736320496e-05 | Resolution type = None
Job 52: Waiting time = 8.75033438205719e-05 | Resolution time = 7.378961890935898e-05 | Resolution type = None
Job 53: Waiting time = 7.447972893714905e-05 | Resolution time = 5.9835612773895264e-05 | Resolution type = None
Job 54: Waiting time = 6.472785025835037e-05 | Resolution time = 5.120411515235901e-05 | Resolution type = None
Job 55: Waiting time = 7.711444050073624e-05 | Resolution time = 6.158929318189621e-05 | Resolution type = None
Job 56: Waiting time = 5.926378071308136e-05 | Resolution time = 4.5901164412498474e-05 | Resolution type = None
Job 57: Waiting time = 7.161684334278107e-05 | Resolution time = 5.764700472354889e-05 | Resolution type = None
Job 58: Waiting time = 6.480608135461807e-05 | Resolution time = 5.171913653612137e-05 | Resolution type = None
Job 59: Waiting time = 7.822364568710327e-05 | Resolution time = 6.274692714214325e-05 | Resolution type = None
Job 60: Waiting time = 6.386078894138336e-05 | Resolution time = 5.122460424900055e-05 | Resolution type = None
Job 61: Waiting time = 6.442982703447342e-05 | Resolution time = 5.123298615217209e-05 | Resolution type = None
Job 62: Waiting time = 8.6931511759758e-05 | Resolution time = 7.273536175489426e-05 | Resolution type = None
Job 63: Waiting time = 6.898213177919388e-05 | Resolution time = 5.5948272347450256e-05 | Resolution type = None
Job 64: Waiting time = 6.394553929567337e-05 | Resolution time = 5.018617957830429e-05 | Resolution type = None
Job 65: Waiting time = 7.067527621984482e-05 | Resolution time = 5.54155558347702e-05 | Resolution type = None
Job 66: Waiting time = 8.4717757999897e-05 | Resolution time = 7.031485438346863e-05 | Resolution type = None
Job 67: Waiting time = 7.01267272233963e-05 | Resolution time = 5.8595091104507446e-05 | Resolution type = None
Job 68: Waiting time = 8.048582822084427e-05 | Resolution time = 6.724894046783447e-05 | Resolution type = None
Job 69: Waiting time = 0.00010109599679708481 | Resolution time = 8.809845894575119e-05 | Resolution type = None
Job 70: Waiting time = 7.385015487670898e-05 | Resolution time = 5.964748561382294e-05 | Resolution type = None
Job 71: Waiting time = 7.269438356161118e-05 | Resolution time = 5.778297781944275e-05 | Resolution type = None
Job 72: Waiting time = 8.021760731935501e-05 | Resolution time = 6.75329938530922e-05 | Resolution type = None
Job 73: Waiting time = 7.269158959388733e-05 | Resolution time = 5.645770579576492e-05 | Resolution type = None
Job 74: Waiting time = 0.00013089273124933243 | Resolution time = 0.00010608788579702377 | Resolution type = None
Job 75: Waiting time = 0.00011053495109081268 | Resolution time = 7.337797433137894e-05 | Resolution type = None
Job 76: Waiting time = 7.38333910703659e-05 | Resolution time = 5.9184618294239044e-05 | Resolution type = None
Job 77: Waiting time = 7.677171379327774e-05 | Resolution time = 6.274040788412094e-05 | Resolution type = None
Job 78: Waiting time = 8.427724242210388e-05 | Resolution time = 6.908737123012543e-05 | Resolution type = None
Job 79: Waiting time = 8.188560605049133e-05 | Resolution time = 6.828829646110535e-05 | Resolution type = None
Job 80: Waiting time = 8.311588317155838e-05 | Resolution time = 6.54757022857666e-05 | Resolution type = None
Job 81: Waiting time = 7.126573473215103e-05 | Resolution time = 5.627330392599106e-05 | Resolution type = None
Job 82: Waiting time = 7.906835526227951e-05 | Resolution time = 6.379932165145874e-05 | Resolution type = None
Job 83: Waiting time = 7.980316877365112e-05 | Resolution time = 6.623566150665283e-05 | Resolution type = None
Job 84: Waiting time = 6.874464452266693e-05 | Resolution time = 5.47114759683609e-05 | Resolution type = None
Job 85: Waiting time = 7.237959653139114e-05 | Resolution time = 5.850382149219513e-05 | Resolution type = None
Job 86: Waiting time = 8.537154644727707e-05 | Resolution time = 7.116887718439102e-05 | Resolution type = None
Job 87: Waiting time = 8.49403440952301e-05 | Resolution time = 7.231533527374268e-05 | Resolution type = None
Job 88: Waiting time = 6.90137967467308e-05 | Resolution time = 5.491077899932861e-05 | Resolution type = None
Job 89: Waiting time = 6.559398025274277e-05 | Resolution time = 5.374383181333542e-05 | Resolution type = None
Job 90: Waiting time = 8.884165436029434e-05 | Resolution time = 7.519498467445374e-05 | Resolution type = None
Job 91: Waiting time = 9.405426681041718e-05 | Resolution time = 7.98199325799942e-05 | Resolution type = None
Job 92: Waiting time = 7.502641528844833e-05 | Resolution time = 6.107240915298462e-05 | Resolution type = None
Job 93: Waiting time = 9.218137711286545e-05 | Resolution time = 7.790699601173401e-05 | Resolution type = None
Job 94: Waiting time = 8.542463183403015e-05 | Resolution time = 7.103662937879562e-05 | Resolution type = None
Job 95: Waiting time = 5.829986184835434e-05 | Resolution time = 4.64683398604393e-05 | Resolution type = None
Job 96: Waiting time = 7.123313844203949e-05 | Resolution time = 5.8778561651706696e-05 | Resolution type = None
Job 97: Waiting time = 9.286217391490936e-05 | Resolution time = 7.749348878860474e-05 | Resolution type = None
Job 98: Waiting time = 7.330253720283508e-05 | Resolution time = 5.943421274423599e-05 | Resolution type = None
Job 99: Waiting time = 7.414259016513824e-05 | Resolution time = 5.975458770990372e-05 | Resolution type = None
Job 100: Waiting time = 6.775092333555222e-05 | Resolution time = 5.424581468105316e-05 | Resolution type = None
Job 101: Waiting time = 9.052827954292297e-05 | Resolution time = 7.641781121492386e-05 | Resolution type = None
Job 102: Waiting time = 7.276516407728195e-05 | Resolution time = 5.9373676776885986e-05 | Resolution type = None
Job 103: Waiting time = 5.9126876294612885e-05 | Resolution time = 4.621967673301697e-05 | Resolution type = None
Job 104: Waiting time = 0.00010214187204837799 | Resolution time = 8.527003228664398e-05 | Resolution type = None
Job 105: Waiting time = 8.315686136484146e-05 | Resolution time = 6.735511124134064e-05 | Resolution type = None
Job 106: Waiting time = 7.72327184677124e-05 | Resolution time = 5.8853067457675934e-05 | Resolution type = None
Job 107: Waiting time = 6.711296737194061e-05 | Resolution time = 5.535595118999481e-05 | Resolution type = None
Job 108: Waiting time = 7.74431973695755e-05 | Resolution time = 6.306730210781097e-05 | Resolution type = None
Job 109: Waiting time = 8.650217205286026e-05 | Resolution time = 7.214397192001343e-05 | Resolution type = None
Job 110: Waiting time = 6.794370710849762e-05 | Resolution time = 5.458854138851166e-05 | Resolution type = None
Job 111: Waiting time = 7.621664553880692e-05 | Resolution time = 6.098393350839615e-05 | Resolution type = None
Job 112: Waiting time = 6.239209324121475e-05 | Resolution time = 5.115289241075516e-05 | Resolution type = None
Job 113: Waiting time = 7.381010800600052e-05 | Resolution time = 6.08004629611969e-05 | Resolution type = None
Job 114: Waiting time = 7.686857134103775e-05 | Resolution time = 6.362888962030411e-05 | Resolution type = None
Job 115: Waiting time = 8.067209273576736e-05 | Resolution time = 6.62216916680336e-05 | Resolution type = None
Job 116: Waiting time = 8.578971028327942e-05 | Resolution time = 7.266271859407425e-05 | Resolution type = None
Job 117: Waiting time = 6.985664367675781e-05 | Resolution time = 5.618296563625336e-05 | Resolution type = None
Job 118: Waiting time = 8.727982640266418e-05 | Resolution time = 7.211882621049881e-05 | Resolution type = None
Job 119: Waiting time = 0.00011345557868480682 | Resolution time = 0.00010047294199466705 | Resolution type = None
Job 120: Waiting time = 7.957965135574341e-05 | Resolution time = 6.435997784137726e-05 | Resolution type = None
Job 121: Waiting time = 6.993580609560013e-05 | Resolution time = 5.596037954092026e-05 | Resolution type = None
Job 122: Waiting time = 7.09332525730133e-05 | Resolution time = 5.848519504070282e-05 | Resolution type = None
Job 123: Waiting time = 8.61799344420433e-05 | Resolution time = 6.84838742017746e-05 | Resolution type = None
Job 124: Waiting time = 7.448438555002213e-05 | Resolution time = 6.236322224140167e-05 | Resolution type = None
Job 125: Waiting time = 7.587112486362457e-05 | Resolution time = 6.163213402032852e-05 | Resolution type = None
Job 126: Waiting time = 6.26593828201294e-05 | Resolution time = 5.038268864154816e-05 | Resolution type = None
Job 127: Waiting time = 7.392838597297668e-05 | Resolution time = 6.067473441362381e-05 | Resolution type = None
Job 128: Waiting time = 7.936172187328339e-05 | Resolution time = 6.587523967027664e-05 | Resolution type = None
Job 129: Waiting time = 0.00011058896780014038 | Resolution time = 9.580515325069427e-05 | Resolution type = None
Job 130: Waiting time = 7.931236177682877e-05 | Resolution time = 6.553251296281815e-05 | Resolution type = None
Job 131: Waiting time = 8.926168084144592e-05 | Resolution time = 7.537100464105606e-05 | Resolution type = None
Job 132: Waiting time = 7.582828402519226e-05 | Resolution time = 6.409548223018646e-05 | Resolution type = None
Job 133: Waiting time = 9.691622108221054e-05 | Resolution time = 8.03852453827858e-05 | Resolution type = None
Job 134: Waiting time = 9.719189256429672e-05 | Resolution time = 8.274614810943604e-05 | Resolution type = None
Job 135: Waiting time = 7.383711636066437e-05 | Resolution time = 6.063748151063919e-05 | Resolution type = None
Job 136: Waiting time = 7.750187069177628e-05 | Resolution time = 6.322842091321945e-05 | Resolution type = None
Job 137: Waiting time = 0.00013969838619232178 | Resolution time = 0.0001243026927113533 | Resolution type = None
Job 138: Waiting time = 6.683822721242905e-05 | Resolution time = 5.236919969320297e-05 | Resolution type = None
Job 139: Waiting time = 8.860696107149124e-05 | Resolution time = 7.101986557245255e-05 | Resolution type = None
Job 140: Waiting time = 6.293971091508865e-05 | Resolution time = 5.096476525068283e-05 | Resolution type = None
Job 141: Waiting time = 8.642207831144333e-05 | Resolution time = 7.213465869426727e-05 | Resolution type = None
Job 142: Waiting time = 7.704552263021469e-05 | Resolution time = 6.204284727573395e-05 | Resolution type = None
Job 143: Waiting time = 7.618404924869537e-05 | Resolution time = 6.259698420763016e-05 | Resolution type = None
Job 144: Waiting time = 8.43200832605362e-05 | Resolution time = 6.928667426109314e-05 | Resolution type = None
Job 145: Waiting time = 0.00010376796126365662 | Resolution time = 8.149351924657822e-05 | Resolution type = None
Job 146: Waiting time = 7.830280810594559e-05 | Resolution time = 6.539281457662582e-05 | Resolution type = None
Job 147: Waiting time = 7.065944373607635e-05 | Resolution time = 5.8103352785110474e-05 | Resolution type = None
Job 148: Waiting time = 0.00015175994485616684 | Resolution time = 0.0001264633610844612 | Resolution type = None
Job 149: Waiting time = 7.131416350603104e-05 | Resolution time = 5.925074219703674e-05 | Resolution type = None
Job 150: Waiting time = 8.80388543009758e-05 | Resolution time = 7.48615711927414e-05 | Resolution type = None
Job 151: Waiting time = 9.951833635568619e-05 | Resolution time = 8.43321904540062e-05 | Resolution type = None
Job 152: Waiting time = 7.798522710800171e-05 | Resolution time = 6.320886313915253e-05 | Resolution type = None
