Job 1: Waiting time = 0.0001286473125219345 | Resolution time = 9.573344141244888e-05 | Resolution type = None
Job 2: Waiting time = 0.0001337490975856781 | Resolution time = 0.000112142413854599 | Resolution type = None
Job 3: Waiting time = 0.00012725964188575745 | Resolution time = 9.298603981733322e-05 | Resolution type = None
Job 4: Waiting time = 0.00016479287296533585 | Resolution time = 4.436168819665909e-05 | Resolution type = None
Job 5: Waiting time = 8.9205801486969e-05 | Resolution time = 7.601641118526459e-05 | Resolution type = None
Job 6: Waiting time = 0.00010861363261938095 | Resolution time = 7.3959119617939e-05 | Resolution type = None
Job 7: Waiting time = 0.000144273042678833 | Resolution time = 4.332046955823898e-05 | Resolution type = None
Job 8: Waiting time = 6.529595702886581e-05 | Resolution time = 5.294382572174072e-05 | Resolution type = None
Job 9: Waiting time = 7.452256977558136e-05 | Resolution time = 6.027240306138992e-05 | Resolution type = None
Job 10: Waiting time = 7.201265543699265e-05 | Resolution time = 5.8045610785484314e-05 | Resolution type = None
Job 11: Waiting time = 0.00011542346328496933 | Resolution time = 0.00010195840150117874 | Resolution type = None
Job 12: Waiting time = 6.407592445611954e-05 | Resolution time = 5.124881863594055e-05 | Resolution type = None
Job 13: Waiting time = 8.786376565694809e-05 | Resolution time = 7.361825555562973e-05 | Resolution type = None
Job 14: Waiting time = 8.42418521642685e-05 | Resolution time = 7.082149386405945e-05 | Resolution type = None
Job 15: Waiting time = 0.00011471100151538849 | Resolution time = 9.937956929206848e-05 | Resolution type = None
Job 16: Waiting time = 6.144307553768158e-05 | Resolution time = 4.819594323635101e-05 | Resolution type = None
Job 17: Waiting time = 9.047426283359528e-05 | Resolution time = 7.440336048603058e-05 | Resolution type = None
Job 18: Waiting time = 7.129833102226257e-05 | Resolution time = 5.7223252952098846e-05 | Resolution type = None
Job 19: Waiting time = 7.297936826944351e-05 | Resolution time = 5.718693137168884e-05 | Resolution type = None
Job 20: Waiting time = 6.19133934378624e-05 | Resolution time = 4.657544195652008e-05 | Resolution type = None
Job 21: Waiting time = 6.788596510887146e-05 | Resolution time = 5.32492995262146e-05 | Resolution type = None
Job 22: Waiting time = 8.315686136484146e-05 | Resolution time = 6.81709498167038e-05 | Resolution type = None
