Job 1: Waiting time = 0.00026479363441467285 | Resolution time = 0.00024309661239385605 | Resolution type = Policy
Job 2: Waiting time = 0.0005454961210489273 | Resolution time = 0.0005220528692007065 | Resolution type = Policy
Job 3: Waiting time = 0.0004173433408141136 | Resolution time = 0.0004045339301228523 | Resolution type = Policy
Job 4: Waiting time = 0.0008439207449555397 | Resolution time = 0.0008286898955702782 | Resolution type = Policy
Job 5: Waiting time = 0.0010029450058937073 | Resolution time = 0.000988042913377285 | Resolution type = None
Job 6: Waiting time = 0.0009296676144003868 | Resolution time = 0.0009148549288511276 | Resolution type = None
Job 7: Waiting time = 0.00017020665109157562 | Resolution time = 0.00015814416110515594 | Resolution type = Policy
Job 8: Waiting time = 0.0009362753480672836 | Resolution time = 0.0009231045842170715 | Resolution type = None
Job 9: Waiting time = 0.0008207168430089951 | Resolution time = 0.0008070804178714752 | Resolution type = None
Job 10: Waiting time = 0.0008346280083060265 | Resolution time = 0.000781690701842308 | Resolution type = None
Job 11: Waiting time = 0.0013607973232865334 | Resolution time = 0.0005548875778913498 | Resolution type = Policy
Job 12: Waiting time = 0.0008401628583669662 | Resolution time = 0.0008266894146800041 | Resolution type = Policy
Job 13: Waiting time = 0.0005834717303514481 | Resolution time = 0.0005683284252882004 | Resolution type = Policy
Job 14: Waiting time = 0.0007305685430765152 | Resolution time = 0.00071677565574646 | Resolution type = None
Job 15: Waiting time = 8.077174425125122e-05 | Resolution time = 6.766617298126221e-05 | Resolution type = Policy
Job 16: Waiting time = 0.000997365452349186 | Resolution time = 0.0009850729256868362 | Resolution type = None
Job 17: Waiting time = 0.0006085224449634552 | Resolution time = 0.0005937749519944191 | Resolution type = Policy
Job 18: Waiting time = 0.0012545967474579811 | Resolution time = 0.0012140385806560516 | Resolution type = None
Job 19: Waiting time = 0.0010653343051671982 | Resolution time = 0.001049550250172615 | Resolution type = None
Job 20: Waiting time = 0.0007555298507213593 | Resolution time = 0.0007405495271086693 | Resolution type = None
Job 21: Waiting time = 0.0005315821617841721 | Resolution time = 0.0005180370062589645 | Resolution type = Policy
Job 22: Waiting time = 0.0001876717433333397 | Resolution time = 0.00017363298684358597 | Resolution type = Policy
