Job 1: Waiting time = 8.77557322382927e-05 | Resolution time = 7.841689512133598e-05 | Resolution type = None
Job 2: Waiting time = 3.70759516954422e-05 | Resolution time = 2.9576942324638367e-05 | Resolution type = None
Job 3: Waiting time = 7.147807627916336e-05 | Resolution time = 6.562890484929085e-05 | Resolution type = None
Job 4: Waiting time = 2.6607420295476913e-05 | Resolution time = 1.992611214518547e-05 | Resolution type = None
Job 5: Waiting time = 6.348080933094025e-05 | Resolution time = 5.723116919398308e-05 | Resolution type = None
Job 6: Waiting time = 2.519926056265831e-05 | Resolution time = 1.9073020666837692e-05 | Resolution type = None
Job 7: Waiting time = 2.4426262825727463e-05 | Resolution time = 1.845788210630417e-05 | Resolution type = None
Job 8: Waiting time = 4.6655070036649704e-05 | Resolution time = 4.0100421756505966e-05 | Resolution type = None
Job 9: Waiting time = 4.172278568148613e-05 | Resolution time = 3.592623397707939e-05 | Resolution type = None
Job 10: Waiting time = 4.2215920984745026e-05 | Resolution time = 3.614276647567749e-05 | Resolution type = None
Job 11: Waiting time = 4.955613985657692e-05 | Resolution time = 4.3380074203014374e-05 | Resolution type = None
Job 12: Waiting time = 5.370099097490311e-05 | Resolution time = 3.1134579330682755e-05 | Resolution type = None
Job 13: Waiting time = 6.793113425374031e-05 | Resolution time = 4.439381882548332e-05 | Resolution type = None
Job 14: Waiting time = 7.143476977944374e-05 | Resolution time = 5.646795034408569e-05 | Resolution type = None
Job 15: Waiting time = 6.364099681377411e-05 | Resolution time = 4.896847531199455e-05 | Resolution type = None
Job 16: Waiting time = 5.78281469643116e-05 | Resolution time = 4.39230352640152e-05 | Resolution type = None
Job 17: Waiting time = 3.423169255256653e-05 | Resolution time = 2.0167790353298187e-05 | Resolution type = None
Job 18: Waiting time = 4.3078791350126266e-05 | Resolution time = 1.935986801981926e-05 | Resolution type = None
Job 19: Waiting time = 3.3841002732515335e-05 | Resolution time = 2.0135659724473953e-05 | Resolution type = None
Job 20: Waiting time = 3.7853140383958817e-05 | Resolution time = 2.0670238882303238e-05 | Resolution type = None
Job 21: Waiting time = 7.924484089016914e-05 | Resolution time = 6.512412801384926e-05 | Resolution type = None
Job 22: Waiting time = 6.356416270136833e-05 | Resolution time = 4.735216498374939e-05 | Resolution type = None
Job 23: Waiting time = 6.835116073489189e-05 | Resolution time = 5.3534749895334244e-05 | Resolution type = None
