Job 1: Waiting time = 0.00012703100219368935 | Resolution time = 9.955838322639465e-05 | Resolution type = None
Job 2: Waiting time = 0.00010007619857788086 | Resolution time = 5.427515134215355e-05 | Resolution type = None
Job 3: Waiting time = 0.00012388871982693672 | Resolution time = 1.7469283193349838e-05 | Resolution type = None
Job 4: Waiting time = 5.6552235037088394e-05 | Resolution time = 4.195701330900192e-05 | Resolution type = None
Job 5: Waiting time = 7.425202056765556e-05 | Resolution time = 5.805026739835739e-05 | Resolution type = None
Job 6: Waiting time = 3.548432141542435e-05 | Resolution time = 2.1054409444332123e-05 | Resolution type = None
Job 7: Waiting time = 8.436664938926697e-05 | Resolution time = 6.809085607528687e-05 | Resolution type = None
Job 8: Waiting time = 5.524978041648865e-05 | Resolution time = 4.013534635305405e-05 | Resolution type = None
Job 9: Waiting time = 5.733594298362732e-05 | Resolution time = 4.099495708942413e-05 | Resolution type = None
Job 10: Waiting time = 6.849085912108421e-05 | Resolution time = 5.3116120398044586e-05 | Resolution type = None
Job 11: Waiting time = 3.481470048427582e-05 | Resolution time = 2.0392239093780518e-05 | Resolution type = None
Job 12: Waiting time = 6.240978837013245e-05 | Resolution time = 4.706578329205513e-05 | Resolution type = None
Job 13: Waiting time = 3.9272941648960114e-05 | Resolution time = 2.3913569748401642e-05 | Resolution type = None
Job 14: Waiting time = 5.347002297639847e-05 | Resolution time = 3.8457103073596954e-05 | Resolution type = None
Job 15: Waiting time = 5.102483555674553e-05 | Resolution time = 3.632064908742905e-05 | Resolution type = None
Job 16: Waiting time = 8.374406024813652e-05 | Resolution time = 4.2475294321775436e-05 | Resolution type = None
Job 17: Waiting time = 8.318992331624031e-05 | Resolution time = 6.412295624613762e-05 | Resolution type = None
Job 18: Waiting time = 4.889862611889839e-05 | Resolution time = 2.2802967578172684e-05 | Resolution type = None
Job 19: Waiting time = 7.42180272936821e-05 | Resolution time = 5.7924073189496994e-05 | Resolution type = None
Job 20: Waiting time = 5.400693044066429e-05 | Resolution time = 3.721006214618683e-05 | Resolution type = None
Job 21: Waiting time = 4.798686131834984e-05 | Resolution time = 2.5948043912649155e-05 | Resolution type = None
Job 22: Waiting time = 3.230804577469826e-05 | Resolution time = 1.861806958913803e-05 | Resolution type = None
Job 23: Waiting time = 5.2197836339473724e-05 | Resolution time = 3.7837307900190353e-05 | Resolution type = None
Job 24: Waiting time = 6.048381328582764e-05 | Resolution time = 4.58727590739727e-05 | Resolution type = None
Job 25: Waiting time = 3.46810556948185e-05 | Resolution time = 2.0960811525583267e-05 | Resolution type = None
Job 26: Waiting time = 6.680004298686981e-05 | Resolution time = 4.853587597608566e-05 | Resolution type = None
Job 27: Waiting time = 3.975396975874901e-05 | Resolution time = 2.496642991900444e-05 | Resolution type = None
Job 28: Waiting time = 6.95069320499897e-05 | Resolution time = 5.246419459581375e-05 | Resolution type = None
Job 29: Waiting time = 6.828363984823227e-05 | Resolution time = 5.198689177632332e-05 | Resolution type = None
Job 30: Waiting time = 8.879601955413818e-05 | Resolution time = 6.175180897116661e-05 | Resolution type = None
Job 31: Waiting time = 5.287071689963341e-05 | Resolution time = 3.202585503458977e-05 | Resolution type = None
Job 32: Waiting time = 3.702891990542412e-05 | Resolution time = 2.0691659301519394e-05 | Resolution type = None
Job 33: Waiting time = 5.534989759325981e-05 | Resolution time = 3.9387959986925125e-05 | Resolution type = None
Job 34: Waiting time = 5.37429004907608e-05 | Resolution time = 3.925571218132973e-05 | Resolution type = None
Job 35: Waiting time = 7.043126970529556e-05 | Resolution time = 5.391007289290428e-05 | Resolution type = None
Job 36: Waiting time = 4.5995693653821945e-05 | Resolution time = 2.75452621281147e-05 | Resolution type = None
Job 37: Waiting time = 7.632700726389885e-05 | Resolution time = 5.969172343611717e-05 | Resolution type = None
Job 38: Waiting time = 5.620904266834259e-05 | Resolution time = 4.221871495246887e-05 | Resolution type = None
Job 39: Waiting time = 7.632793858647346e-05 | Resolution time = 5.971547216176987e-05 | Resolution type = None
Job 40: Waiting time = 5.904724821448326e-05 | Resolution time = 4.443526268005371e-05 | Resolution type = None
Job 41: Waiting time = 6.993906572461128e-05 | Resolution time = 5.5536627769470215e-05 | Resolution type = None
Job 42: Waiting time = 7.705437019467354e-05 | Resolution time = 6.101233884692192e-05 | Resolution type = None
Job 43: Waiting time = 5.091913044452667e-05 | Resolution time = 2.7384143322706223e-05 | Resolution type = None
Job 44: Waiting time = 4.2576808482408524e-05 | Resolution time = 2.7478672564029694e-05 | Resolution type = None
Job 45: Waiting time = 6.080092862248421e-05 | Resolution time = 2.8789974749088287e-05 | Resolution type = None
Job 46: Waiting time = 3.960775211453438e-05 | Resolution time = 2.408307045698166e-05 | Resolution type = None
Job 47: Waiting time = 4.454515874385834e-05 | Resolution time = 2.9070302844047546e-05 | Resolution type = None
Job 48: Waiting time = 4.3144915252923965e-05 | Resolution time = 2.7764122933149338e-05 | Resolution type = None
Job 49: Waiting time = 0.00011333497241139412 | Resolution time = 9.850505739450455e-05 | Resolution type = None
Job 50: Waiting time = 6.219418719410896e-05 | Resolution time = 4.705600440502167e-05 | Resolution type = None
Job 51: Waiting time = 6.103096529841423e-05 | Resolution time = 4.68110665678978e-05 | Resolution type = None
Job 52: Waiting time = 7.575331255793571e-05 | Resolution time = 5.780579522252083e-05 | Resolution type = None
Job 53: Waiting time = 4.837382584810257e-05 | Resolution time = 3.074435517191887e-05 | Resolution type = None
Job 54: Waiting time = 7.34543427824974e-05 | Resolution time = 5.895225331187248e-05 | Resolution type = None
Job 55: Waiting time = 5.8634672313928604e-05 | Resolution time = 4.176655784249306e-05 | Resolution type = None
Job 56: Waiting time = 5.916040390729904e-05 | Resolution time = 4.3223612010478973e-05 | Resolution type = None
Job 57: Waiting time = 8.064787834882736e-05 | Resolution time = 6.38151541352272e-05 | Resolution type = None
Job 58: Waiting time = 8.321600034832954e-05 | Resolution time = 6.687641143798828e-05 | Resolution type = None
Job 59: Waiting time = 6.38030469417572e-05 | Resolution time = 4.766881465911865e-05 | Resolution type = None
Job 60: Waiting time = 8.534686639904976e-05 | Resolution time = 6.912043318152428e-05 | Resolution type = None
Job 61: Waiting time = 6.496859714388847e-05 | Resolution time = 4.881387576460838e-05 | Resolution type = None
