Job 1: Waiting time = 0.0001131771132349968 | Resolution time = 4.3136533349752426e-05 | Resolution type = None
Job 2: Waiting time = 0.00015000905841588974 | Resolution time = 5.7829078286886215e-05 | Resolution type = None
Job 3: Waiting time = 6.75390474498272e-05 | Resolution time = 5.2386894822120667e-05 | Resolution type = None
Job 4: Waiting time = 8.735805749893188e-05 | Resolution time = 5.6263990700244904e-05 | Resolution type = None
Job 5: Waiting time = 3.408500924706459e-05 | Resolution time = 1.9707251340150833e-05 | Resolution type = None
Job 6: Waiting time = 3.190618008375168e-05 | Resolution time = 1.792795956134796e-05 | Resolution type = None
Job 7: Waiting time = 3.0159950256347656e-05 | Resolution time = 1.628650352358818e-05 | Resolution type = None
Job 8: Waiting time = 5.0640664994716644e-05 | Resolution time = 3.899773582816124e-05 | Resolution type = None
Job 9: Waiting time = 4.7085341066122055e-05 | Resolution time = 3.2185111194849014e-05 | Resolution type = None
Job 10: Waiting time = 3.1573232263326645e-05 | Resolution time = 1.7825979739427567e-05 | Resolution type = None
Job 11: Waiting time = 4.888931289315224e-05 | Resolution time = 3.5970937460660934e-05 | Resolution type = None
Job 12: Waiting time = 3.0430033802986145e-05 | Resolution time = 1.786649227142334e-05 | Resolution type = None
Job 13: Waiting time = 3.099581226706505e-05 | Resolution time = 1.8108170479536057e-05 | Resolution type = None
Job 14: Waiting time = 4.7111883759498596e-05 | Resolution time = 3.461586311459541e-05 | Resolution type = None
Job 15: Waiting time = 6.822217255830765e-05 | Resolution time = 5.425093695521355e-05 | Resolution type = None
Job 16: Waiting time = 3.9706937968730927e-05 | Resolution time = 2.7082860469818115e-05 | Resolution type = None
Job 17: Waiting time = 6.352690979838371e-05 | Resolution time = 5.1884446293115616e-05 | Resolution type = None
Job 18: Waiting time = 6.491318345069885e-05 | Resolution time = 5.124462768435478e-05 | Resolution type = None
Job 19: Waiting time = 5.426490679383278e-05 | Resolution time = 3.875885158777237e-05 | Resolution type = None
Job 20: Waiting time = 2.391776069998741e-05 | Resolution time = 1.2386124581098557e-05 | Resolution type = None
Job 21: Waiting time = 5.71240670979023e-05 | Resolution time = 4.302104935050011e-05 | Resolution type = None
Job 22: Waiting time = 5.4004136472940445e-05 | Resolution time = 3.988714888691902e-05 | Resolution type = None
Job 23: Waiting time = 7.122103124856949e-05 | Resolution time = 5.7138968259096146e-05 | Resolution type = None
Job 24: Waiting time = 3.018788993358612e-05 | Resolution time = 1.6787089407444e-05 | Resolution type = None
Job 25: Waiting time = 3.862660378217697e-05 | Resolution time = 2.1795276552438736e-05 | Resolution type = None
Job 26: Waiting time = 2.7712900191545486e-05 | Resolution time = 1.575099304318428e-05 | Resolution type = None
Job 27: Waiting time = 5.242694169282913e-05 | Resolution time = 3.667781129479408e-05 | Resolution type = None
Job 28: Waiting time = 3.3958349376916885e-05 | Resolution time = 1.8466729670763016e-05 | Resolution type = None
Job 29: Waiting time = 8.371472358703613e-05 | Resolution time = 6.867293268442154e-05 | Resolution type = None
Job 30: Waiting time = 3.837328404188156e-05 | Resolution time = 2.42660753428936e-05 | Resolution type = None
