Job 1: Waiting time = 0.0001002289354801178 | Resolution time = 6.164098158478737e-05 | Resolution type = None
Job 2: Waiting time = 0.000158573966473341 | Resolution time = 6.398791447281837e-05 | Resolution type = None
Job 3: Waiting time = 7.834890857338905e-05 | Resolution time = 7.192976772785187e-05 | Resolution type = None
Job 4: Waiting time = 5.927868187427521e-05 | Resolution time = 5.250191316008568e-05 | Resolution type = None
Job 5: Waiting time = 7.80569389462471e-05 | Resolution time = 7.184874266386032e-05 | Resolution type = None
Job 6: Waiting time = 7.306598126888275e-05 | Resolution time = 4.229601472616196e-05 | Resolution type = None
Job 7: Waiting time = 0.0001370399259030819 | Resolution time = 7.407786324620247e-05 | Resolution type = None
Job 8: Waiting time = 8.542276918888092e-05 | Resolution time = 7.987115532159805e-05 | Resolution type = None
Job 9: Waiting time = 4.133302718400955e-05 | Resolution time = 3.55839729309082e-05 | Resolution type = None
Job 10: Waiting time = 6.124330684542656e-05 | Resolution time = 5.562836304306984e-05 | Resolution type = None
Job 11: Waiting time = 6.105005741119385e-05 | Resolution time = 4.708254709839821e-05 | Resolution type = None
Job 12: Waiting time = 9.25576314330101e-05 | Resolution time = 7.804343476891518e-05 | Resolution type = None
Job 13: Waiting time = 0.00014264602214097977 | Resolution time = 0.00012812111526727676 | Resolution type = None
Job 14: Waiting time = 0.00010176422074437141 | Resolution time = 8.745351806282997e-05 | Resolution type = None
Job 15: Waiting time = 9.14447009563446e-05 | Resolution time = 7.554003968834877e-05 | Resolution type = None
Job 16: Waiting time = 9.701726958155632e-05 | Resolution time = 8.38451087474823e-05 | Resolution type = None
Job 17: Waiting time = 0.00021325424313545227 | Resolution time = 8.846493437886238e-05 | Resolution type = None
Job 18: Waiting time = 0.00010382616892457008 | Resolution time = 8.874526247382164e-05 | Resolution type = None
Job 19: Waiting time = 9.379582479596138e-05 | Resolution time = 8.052121847867966e-05 | Resolution type = None
Job 20: Waiting time = 0.00011500995606184006 | Resolution time = 8.025765419006348e-05 | Resolution type = None
Job 21: Waiting time = 0.0001650610938668251 | Resolution time = 0.0001278216950595379 | Resolution type = None
Job 22: Waiting time = 9.028194472193718e-05 | Resolution time = 6.965827196836472e-05 | Resolution type = None
Job 23: Waiting time = 8.636200800538063e-05 | Resolution time = 6.035389378666878e-05 | Resolution type = None
Job 24: Waiting time = 8.904607966542244e-05 | Resolution time = 7.456773892045021e-05 | Resolution type = None
Job 25: Waiting time = 6.760610267519951e-05 | Resolution time = 5.396595224738121e-05 | Resolution type = None
Job 26: Waiting time = 6.989995017647743e-05 | Resolution time = 5.4770149290561676e-05 | Resolution type = None
Job 27: Waiting time = 0.0001077437773346901 | Resolution time = 7.63358548283577e-05 | Resolution type = None
Job 28: Waiting time = 0.00011545885354280472 | Resolution time = 0.00010049436241388321 | Resolution type = None
Job 29: Waiting time = 9.323237463831902e-05 | Resolution time = 7.674004882574081e-05 | Resolution type = None
Job 30: Waiting time = 0.0001140739768743515 | Resolution time = 9.934231638908386e-05 | Resolution type = None
Job 31: Waiting time = 7.02589750289917e-05 | Resolution time = 5.562882870435715e-05 | Resolution type = None
Job 32: Waiting time = 0.00011861789971590042 | Resolution time = 9.56198200583458e-05 | Resolution type = None
Job 33: Waiting time = 6.080605089664459e-05 | Resolution time = 4.646787419915199e-05 | Resolution type = None
Job 34: Waiting time = 7.744412869215012e-05 | Resolution time = 6.38631172478199e-05 | Resolution type = None
Job 35: Waiting time = 0.00014252681285142899 | Resolution time = 0.00012664496898651123 | Resolution type = None
Job 36: Waiting time = 7.506879046559334e-05 | Resolution time = 6.192829459905624e-05 | Resolution type = None
Job 37: Waiting time = 0.00011577131226658821 | Resolution time = 9.64021310210228e-05 | Resolution type = None
Job 38: Waiting time = 8.133472874760628e-05 | Resolution time = 6.785942241549492e-05 | Resolution type = None
Job 39: Waiting time = 0.00020539714023470879 | Resolution time = 9.843474254012108e-05 | Resolution type = None
Job 40: Waiting time = 8.539808914065361e-05 | Resolution time = 6.881123408675194e-05 | Resolution type = None
Job 41: Waiting time = 9.806407615542412e-05 | Resolution time = 8.233264088630676e-05 | Resolution type = None
Job 42: Waiting time = 0.00010376609861850739 | Resolution time = 9.089894592761993e-05 | Resolution type = None
Job 43: Waiting time = 0.0001868968829512596 | Resolution time = 0.00016857078298926353 | Resolution type = None
Job 44: Waiting time = 0.00010836776345968246 | Resolution time = 9.126728400588036e-05 | Resolution type = None
Job 45: Waiting time = 0.00019680708646774292 | Resolution time = 9.052269160747528e-05 | Resolution type = None
Job 46: Waiting time = 0.00013245642185211182 | Resolution time = 0.0001173652708530426 | Resolution type = None
Job 47: Waiting time = 9.554298594594002e-05 | Resolution time = 8.192844688892365e-05 | Resolution type = None
Job 48: Waiting time = 0.0001403740607202053 | Resolution time = 0.00012647826224565506 | Resolution type = None
Job 49: Waiting time = 8.935993537306786e-05 | Resolution time = 7.570860907435417e-05 | Resolution type = None
Job 50: Waiting time = 0.0002458789385855198 | Resolution time = 0.00013026408851146698 | Resolution type = None
Job 51: Waiting time = 0.00013277260586619377 | Resolution time = 0.00011549517512321472 | Resolution type = None
Job 52: Waiting time = 9.263493120670319e-05 | Resolution time = 7.865112274885178e-05 | Resolution type = None
Job 53: Waiting time = 0.00020572682842612267 | Resolution time = 8.809799328446388e-05 | Resolution type = None
Job 54: Waiting time = 0.00011049117892980576 | Resolution time = 9.605009108781815e-05 | Resolution type = None
Job 55: Waiting time = 0.00015388615429401398 | Resolution time = 0.00013354886323213577 | Resolution type = None
Job 56: Waiting time = 0.0002241525799036026 | Resolution time = 0.00020585814490914345 | Resolution type = None
Job 57: Waiting time = 0.0001111319288611412 | Resolution time = 9.706057608127594e-05 | Resolution type = None
Job 58: Waiting time = 0.00025607598945498466 | Resolution time = 0.0001407950185239315 | Resolution type = None
Job 59: Waiting time = 0.0001382911577820778 | Resolution time = 0.0001253429800271988 | Resolution type = None
Job 60: Waiting time = 0.0001286892220377922 | Resolution time = 0.00011419784277677536 | Resolution type = None
Job 61: Waiting time = 0.00012817839160561562 | Resolution time = 0.00010339729487895966 | Resolution type = None
Job 62: Waiting time = 0.00015261024236679077 | Resolution time = 0.0001276186667382717 | Resolution type = None
Job 63: Waiting time = 0.00031425710767507553 | Resolution time = 0.0001756981946527958 | Resolution type = None
Job 64: Waiting time = 0.00010615214705467224 | Resolution time = 8.922303095459938e-05 | Resolution type = None
Job 65: Waiting time = 0.0001284489408135414 | Resolution time = 0.00011524232104420662 | Resolution type = None
Job 66: Waiting time = 0.00011613918468356133 | Resolution time = 9.227124974131584e-05 | Resolution type = None
Job 67: Waiting time = 0.0001172809861600399 | Resolution time = 0.00010204501450061798 | Resolution type = None
Job 68: Waiting time = 0.0002076728269457817 | Resolution time = 0.0001906082034111023 | Resolution type = None
Job 69: Waiting time = 0.00011571217328310013 | Resolution time = 0.00010125385597348213 | Resolution type = None
Job 70: Waiting time = 0.0002561509609222412 | Resolution time = 0.0001513850875198841 | Resolution type = None
Job 71: Waiting time = 0.00012208009138703346 | Resolution time = 0.0001083100214600563 | Resolution type = None
Job 72: Waiting time = 0.00019496167078614235 | Resolution time = 0.00017686188220977783 | Resolution type = None
