Job 1: Waiting time = 0.0009245839901268482 | Resolution time = 0.0009027300402522087 | Resolution type = Policy
Job 2: Waiting time = 0.0008118650875985622 | Resolution time = 0.0007905522361397743 | Resolution type = Policy
Job 3: Waiting time = 0.0015771850012242794 | Resolution time = 0.001456934493035078 | Resolution type = None
Job 4: Waiting time = 0.0015995870344340801 | Resolution time = 0.0014738934114575386 | Resolution type = None
Job 5: Waiting time = 0.0011923587881028652 | Resolution time = 0.0011750473640859127 | Resolution type = Policy
Job 6: Waiting time = 0.0007725860923528671 | Resolution time = 0.0007566618733108044 | Resolution type = Policy
Job 7: Waiting time = 0.00035623088479042053 | Resolution time = 0.00034052832052111626 | Resolution type = Policy
Job 8: Waiting time = 0.0009317286312580109 | Resolution time = 0.0009119529277086258 | Resolution type = Policy
Job 9: Waiting time = 0.0005549769848585129 | Resolution time = 0.0005385340191423893 | Resolution type = Policy
Job 10: Waiting time = 0.0005865460261702538 | Resolution time = 0.0005719312466681004 | Resolution type = Policy
Job 11: Waiting time = 0.001542926300317049 | Resolution time = 0.0015257559716701508 | Resolution type = None
Job 12: Waiting time = 0.0005144341848790646 | Resolution time = 0.000497013796120882 | Resolution type = Policy
Job 13: Waiting time = 0.0015585836954414845 | Resolution time = 0.0015411493368446827 | Resolution type = None
Job 14: Waiting time = 0.0011214930564165115 | Resolution time = 0.0011044987477362156 | Resolution type = Policy

----- VACATION Started -----
Start time: 3.0002147941850126
Duration: 12.249624930787832
Jobs in the system: 60
------ VACATION ENDED ------

--- Normal Period 2 starts... ---
Job 15: Waiting time = 12.104600225109607 | Resolution time = 0.0015147849917411804 | Resolution type = None
Job 16: Waiting time = 11.903917318210006 | Resolution time = 0.0007255910895764828 | Resolution type = None
Job 17: Waiting time = 11.703682353254408 | Resolution time = 0.0006989026442170143 | Resolution type = None
Job 18: Waiting time = 11.510382360778749 | Resolution time = 0.0006868746131658554 | Resolution type = None
Job 19: Waiting time = 11.29419343965128 | Resolution time = 0.0006920988671481609 | Resolution type = None
Job 20: Waiting time = 11.095652321819216 | Resolution time = 0.0006976071745157242 | Resolution type = None
Job 21: Waiting time = 10.86906774295494 | Resolution time = 0.0006978977471590042 | Resolution type = None
Job 22: Waiting time = 10.686117860022932 | Resolution time = 0.0006598671898245811 | Resolution type = None
Job 23: Waiting time = 10.48606035206467 | Resolution time = 0.0007003140635788441 | Resolution type = None
Job 24: Waiting time = 10.280864746775478 | Resolution time = 0.0006963042542338371 | Resolution type = None
Job 25: Waiting time = 10.082916664890945 | Resolution time = 0.0006773658096790314 | Resolution type = None
Job 26: Waiting time = 9.858359772246331 | Resolution time = 0.0007029352709650993 | Resolution type = None
Job 27: Waiting time = 9.62974447524175 | Resolution time = 0.0006783879362046719 | Resolution type = None
Job 28: Waiting time = 9.431605624035 | Resolution time = 0.0006506028585135937 | Resolution type = None
Job 29: Waiting time = 9.22896040789783 | Resolution time = 0.000710533931851387 | Resolution type = None
Job 30: Waiting time = 9.020996407140046 | Resolution time = 0.0006655608303844929 | Resolution type = None
Job 31: Waiting time = 8.826832986902446 | Resolution time = 0.000695306807756424 | Resolution type = None
Job 32: Waiting time = 8.622962167020887 | Resolution time = 0.0006801639683544636 | Resolution type = None
Job 33: Waiting time = 8.413307226728648 | Resolution time = 0.0007441584020853043 | Resolution type = None
Job 34: Waiting time = 8.227161428891122 | Resolution time = 0.0007068179547786713 | Resolution type = None
Job 35: Waiting time = 8.003061508294195 | Resolution time = 0.0006660521030426025 | Resolution type = None
Job 36: Waiting time = 7.8094934723339975 | Resolution time = 0.0006748419255018234 | Resolution type = None
Job 37: Waiting time = 7.605737826786935 | Resolution time = 0.000658051110804081 | Resolution type = None
Job 38: Waiting time = 7.388801299966872 | Resolution time = 0.0006664847023785114 | Resolution type = None
Job 39: Waiting time = 7.198660112917423 | Resolution time = 0.0007529538124799728 | Resolution type = None
Job 40: Waiting time = 6.996866878122091 | Resolution time = 0.0007011457346379757 | Resolution type = None
Job 41: Waiting time = 6.783212622161955 | Resolution time = 0.0007250141352415085 | Resolution type = None
Job 42: Waiting time = 6.607491057831794 | Resolution time = 0.0006797476671636105 | Resolution type = None
Job 43: Waiting time = 6.409149023704231 | Resolution time = 0.0006917743012309074 | Resolution type = None
Job 44: Waiting time = 6.194495748262852 | Resolution time = 0.0007078698836266994 | Resolution type = None
Job 45: Waiting time = 6.008385417051613 | Resolution time = 0.0006694598123431206 | Resolution type = None
Job 46: Waiting time = 5.801004721783102 | Resolution time = 0.000746759120374918 | Resolution type = None
Job 47: Waiting time = 5.604614740237594 | Resolution time = 0.0007719593122601509 | Resolution type = None
Job 48: Waiting time = 5.389430786948651 | Resolution time = 0.0006991871632635593 | Resolution type = None
Job 49: Waiting time = 5.181303529068828 | Resolution time = 0.0007096417248249054 | Resolution type = None
Job 50: Waiting time = 4.9704745803028345 | Resolution time = 0.0006972234696149826 | Resolution type = None
Job 51: Waiting time = 4.760581586044282 | Resolution time = 0.0006956448778510094 | Resolution type = None
Job 52: Waiting time = 4.554429454728961 | Resolution time = 0.0006775329820811749 | Resolution type = None
Job 53: Waiting time = 4.323209560010582 | Resolution time = 0.0006752707995474339 | Resolution type = None
Job 54: Waiting time = 4.138649777043611 | Resolution time = 0.0006866650655865669 | Resolution type = None
Job 55: Waiting time = 3.95111016696319 | Resolution time = 0.000659481156617403 | Resolution type = None
Job 56: Waiting time = 3.7706167828291655 | Resolution time = 0.0006917323917150497 | Resolution type = None
Job 57: Waiting time = 3.5802858318202198 | Resolution time = 0.0007067597471177578 | Resolution type = None
Job 58: Waiting time = 3.3709539719857275 | Resolution time = 0.0006928648799657822 | Resolution type = None
Job 59: Waiting time = 3.1646631197072566 | Resolution time = 0.000694293063133955 | Resolution type = None
Job 60: Waiting time = 2.940267752856016 | Resolution time = 0.0007042963989078999 | Resolution type = None
Job 61: Waiting time = 2.735834915190935 | Resolution time = 0.0006744321435689926 | Resolution type = None
Job 62: Waiting time = 2.559219988062978 | Resolution time = 0.0006612511351704597 | Resolution type = None
Job 63: Waiting time = 2.3435928421095014 | Resolution time = 0.0007265014573931694 | Resolution type = None
Job 64: Waiting time = 2.1495048068463802 | Resolution time = 0.0007068268023431301 | Resolution type = None
Job 65: Waiting time = 1.9273132542148232 | Resolution time = 0.0006868978962302208 | Resolution type = None
Job 66: Waiting time = 1.734805703163147 | Resolution time = 0.0006918148137629032 | Resolution type = None
Job 67: Waiting time = 1.5385611387901008 | Resolution time = 0.0006731543689966202 | Resolution type = None
Job 68: Waiting time = 1.3416894660331309 | Resolution time = 0.0006683929823338985 | Resolution type = None
Job 69: Waiting time = 1.1332097500562668 | Resolution time = 0.0006662928499281406 | Resolution type = None
Job 70: Waiting time = 0.9382249717600644 | Resolution time = 0.0006758440285921097 | Resolution type = None
Job 71: Waiting time = 0.7346371649764478 | Resolution time = 0.000732974149286747 | Resolution type = None
Job 72: Waiting time = 0.5341777796857059 | Resolution time = 0.0006392407231032848 | Resolution type = None
Job 73: Waiting time = 0.35628789896145463 | Resolution time = 0.000679314136505127 | Resolution type = None
Job 74: Waiting time = 0.13908358896151185 | Resolution time = 0.0006619379855692387 | Resolution type = None
Normal period 2 ended!

----- VACATION Started -----
Start time: 15.29276986606419
Duration: 11.802550142165273
Jobs in the system: 58
------ VACATION ENDED ------

--- Normal Period 3 starts... ---
Job 75: Waiting time = 11.737748254090548 | Resolution time = 0.0008415919728577137 | Resolution type = None
Job 76: Waiting time = 11.537297596689314 | Resolution time = 0.0006709219887852669 | Resolution type = None
Job 77: Waiting time = 11.320966290775687 | Resolution time = 0.000659366138279438 | Resolution type = None
Job 78: Waiting time = 11.12864437745884 | Resolution time = 0.0006375061348080635 | Resolution type = None
Job 79: Waiting time = 10.919273660052568 | Resolution time = 0.0006722458638250828 | Resolution type = None
Job 80: Waiting time = 10.698551558889449 | Resolution time = 0.0006815865635871887 | Resolution type = None
Job 81: Waiting time = 10.497695000376552 | Resolution time = 0.0006736437790095806 | Resolution type = None
Job 82: Waiting time = 10.280835679732263 | Resolution time = 0.0006532338447868824 | Resolution type = None
Job 83: Waiting time = 10.086561664007604 | Resolution time = 0.0006375540979206562 | Resolution type = None
Job 84: Waiting time = 9.910284995101392 | Resolution time = 0.0007052570581436157 | Resolution type = None
Job 85: Waiting time = 9.693882822990417 | Resolution time = 0.0007292437367141247 | Resolution type = None
Job 86: Waiting time = 9.495416007004678 | Resolution time = 0.0006990740075707436 | Resolution type = None
Job 87: Waiting time = 9.275396176148206 | Resolution time = 0.0006414670497179031 | Resolution type = None
Job 88: Waiting time = 9.085199711844325 | Resolution time = 0.0006744274869561195 | Resolution type = None
Job 89: Waiting time = 8.894363928120583 | Resolution time = 0.0006521656177937984 | Resolution type = None
Job 90: Waiting time = 8.696098605636507 | Resolution time = 0.0006665359251201153 | Resolution type = None
Job 91: Waiting time = 8.462624464184046 | Resolution time = 0.0006201672367751598 | Resolution type = None
Job 92: Waiting time = 8.283087781164795 | Resolution time = 0.0006628390401601791 | Resolution type = None
Job 93: Waiting time = 8.082261088769883 | Resolution time = 0.000645205844193697 | Resolution type = None
Job 94: Waiting time = 7.883960862644017 | Resolution time = 0.0006819507107138634 | Resolution type = None
Job 95: Waiting time = 7.704691183753312 | Resolution time = 0.0006567593663930893 | Resolution type = None
Job 96: Waiting time = 7.485348829999566 | Resolution time = 0.0006369627080857754 | Resolution type = None
Job 97: Waiting time = 7.29102370608598 | Resolution time = 0.0007008346728980541 | Resolution type = None
Job 98: Waiting time = 7.087524891830981 | Resolution time = 0.000670956913381815 | Resolution type = None
Job 99: Waiting time = 6.869642651639879 | Resolution time = 0.0006359899416565895 | Resolution type = None
Job 100: Waiting time = 6.681358282919973 | Resolution time = 0.0006934241391718388 | Resolution type = None
Job 101: Waiting time = 6.4343348308466375 | Resolution time = 0.000661192461848259 | Resolution type = None
Job 102: Waiting time = 6.2151450123637915 | Resolution time = 0.0006699329242110252 | Resolution type = None
Job 103: Waiting time = 6.011445535812527 | Resolution time = 0.0006717867217957973 | Resolution type = None
Job 104: Waiting time = 5.824635605793446 | Resolution time = 0.0006438731215894222 | Resolution type = None
Job 105: Waiting time = 5.62208460085094 | Resolution time = 0.0006240103393793106 | Resolution type = None
Job 106: Waiting time = 5.433843897189945 | Resolution time = 0.0006731660105288029 | Resolution type = None
Job 107: Waiting time = 5.227133196312934 | Resolution time = 0.0006760628893971443 | Resolution type = None
Job 108: Waiting time = 5.028138116933405 | Resolution time = 0.0006708512082695961 | Resolution type = None
Job 109: Waiting time = 4.814481737092137 | Resolution time = 0.0006862301379442215 | Resolution type = None
Job 110: Waiting time = 4.572603689040989 | Resolution time = 0.0007321923039853573 | Resolution type = None
Job 111: Waiting time = 4.387994755990803 | Resolution time = 0.0006586234085261822 | Resolution type = None
Job 112: Waiting time = 4.197081965859979 | Resolution time = 0.0006532641127705574 | Resolution type = None
Job 113: Waiting time = 3.9749040249735117 | Resolution time = 0.0006373357027769089 | Resolution type = None
Job 114: Waiting time = 3.7681460957974195 | Resolution time = 0.0006521111354231834 | Resolution type = None
Job 115: Waiting time = 3.563202462159097 | Resolution time = 0.0006509232334792614 | Resolution type = None
